faction_id|name|id|type|cp_cost|turn|phase|detachment|detachment_id|description|timing|effects_json
EC|VIOLENT CRESCENDO|violent-crescendo-carnival-of-excess|Carnival of Excess – Strategic Ploy Stratagem|2|Either player's turn|Fight phase|Carnival of Excess|carnival-of-excess|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|DARK APPARITIONS|dark-apparitions-carnival-of-excess|Carnival of Excess – Strategic Ploy Stratagem|2|Opponent's turn|Fight phase|Carnival of Excess|carnival-of-excess|<b>WHEN:</b> Opponent's Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|CRUEL BLADESMAN|cruel-bladesman-peerless-bladesmen|Peerless Bladesmen – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Peerless Bladesmen|peerless-bladesmen|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|DEFT PARRY|deft-parry-peerless-bladesmen|Peerless Bladesmen – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Peerless Bladesmen|peerless-bladesmen|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|INCESSANT VIOLENCE|incessant-violence-peerless-bladesmen|Peerless Bladesmen – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Peerless Bladesmen|peerless-bladesmen|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|TERRIFYING SPECTACLE|terrifying-spectacle-peerless-bladesmen|Peerless Bladesmen – Strategic Ploy Stratagem|1|Opponent's turn|Command phase|Peerless Bladesmen|peerless-bladesmen|<b>WHEN:</b> Opponent's Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|CUT DOWN THE WEAK|cut-down-the-weak-peerless-bladesmen|Peerless Bladesmen – Strategic Ploy Stratagem|2|Opponent's turn|Movement phase|Peerless Bladesmen|peerless-bladesmen|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|DEATH ECSTASY|death-ecstasy-peerless-bladesmen|Peerless Bladesmen – Strategic Ploy Stratagem|2|Either player's turn|Fight phase|Peerless Bladesmen|peerless-bladesmen|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|DYNAMIC BREAKTHROUGH|dynamic-breakthrough-rapid-evisceration|Rapid Evisceration – Epic Deed Stratagem|1|Your turn|Movement phase|Rapid Evisceration|rapid-evisceration|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|ON TO THE NEXT|on-to-the-next-rapid-evisceration|Rapid Evisceration – Strategic Ploy Stratagem|1|Either player's turn|Fight phase|Rapid Evisceration|rapid-evisceration|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|ADVANCE AND CLAIM|advance-and-claim-rapid-evisceration|Rapid Evisceration – Strategic Ploy Stratagem|1|Your turn|Command phase|Rapid Evisceration|rapid-evisceration|<b>WHEN:</b> Your Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|CEASELESS ONSLAUGHT|ceaseless-onslaught-rapid-evisceration|Rapid Evisceration – Strategic Ploy Stratagem|1|Your turn|Charge phase|Rapid Evisceration|rapid-evisceration|<b>WHEN:</b> Your Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|REACTIVE DISEMBARKATION|reactive-disembarkation-rapid-evisceration|Rapid Evisceration – Strategic Ploy Stratagem|1|Opponent's turn|Shooting phase|Rapid Evisceration|rapid-evisceration|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|OUTFLANKING STRIKE|outflanking-strike-rapid-evisceration|Rapid Evisceration – Strategic Ploy Stratagem|1|Opponent's turn|Fight phase|Rapid Evisceration|rapid-evisceration|<b>WHEN:</b> Opponent's Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|VIOLENT EXCESS|violent-excess-mercurial-host|Mercurial Host – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Mercurial Host|mercurial-host|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|HONOUR THE PRINCE|honour-the-prince-mercurial-host|Mercurial Host – Battle Tactic Stratagem|1|Your turn|Movement phase|Mercurial Host|mercurial-host|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|CAPRICIOUS REACTIONS|capricious-reactions-mercurial-host|Mercurial Host – Battle Tactic Stratagem|1|Opponent's turn|Shooting phase|Mercurial Host|mercurial-host|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|COMBAT STIMMS|combat-stimms-mercurial-host|Mercurial Host – Battle Tactic Stratagem|2|Either player's turn|Fight phase|Mercurial Host|mercurial-host|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|DARK VIGOUR|dark-vigour-mercurial-host|Mercurial Host – Strategic Ploy Stratagem|1|Opponent's turn|Movement phase|Mercurial Host|mercurial-host|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|CRUEL RAIDERS|cruel-raiders-mercurial-host|Mercurial Host – Strategic Ploy Stratagem|1|Opponent's turn|Fight phase|Mercurial Host|mercurial-host|<b>WHEN:</b> Opponent's Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|CONTEMPTUOUS DISREGARD|contemptuous-disregard-court-of-the-phoenician|Court of the Phoenician – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|Court of the Phoenician|court-of-the-phoenician|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|CLOSE-QUARTERS EXCRUCIATION|close-quarters-excruciation-court-of-the-phoenician|Court of the Phoenician – Battle Tactic Stratagem|1|Your turn|Shooting phase|Court of the Phoenician|court-of-the-phoenician|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|EUPHORIC INSPIRATION|euphoric-inspiration-court-of-the-phoenician|Court of the Phoenician – Battle Tactic Stratagem|1|Your turn|Charge phase|Court of the Phoenician|court-of-the-phoenician|<b>WHEN:</b> Your Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|PRIDEFUL SUPERIORITY|prideful-superiority-court-of-the-phoenician|Court of the Phoenician – Battle Tactic Stratagem|2|Either player's turn|Fight phase|Court of the Phoenician|court-of-the-phoenician|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|SINUOUS BREACH|sinuous-breach-court-of-the-phoenician|Court of the Phoenician – Strategic Ploy Stratagem|1|Your turn|Movement or Charge phase|Court of the Phoenician|court-of-the-phoenician|<b>WHEN:</b> Your Movement or Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|CATALYTIC STIMULUS|catalytic-stimulus-court-of-the-phoenician|Court of the Phoenician – Strategic Ploy Stratagem|1|Opponent's turn|Shooting phase|Court of the Phoenician|court-of-the-phoenician|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|MARTIAL PERFECTION|martial-perfection-coterie-of-the-conceited|Coterie of the Conceited – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Coterie of the Conceited|coterie-of-the-conceited|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|UNSHAKEABLE OPPONENTS|unshakeable-opponents-coterie-of-the-conceited|Coterie of the Conceited – Epic Deed Stratagem|1|Either player's turn|Command phase|Coterie of the Conceited|coterie-of-the-conceited|<b>WHEN:</b> Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|UNBOUND ARROGANCE|unbound-arrogance-coterie-of-the-conceited|Coterie of the Conceited – Epic Deed Stratagem|1|Either player's turn|Shooting or Fight phase|Coterie of the Conceited|coterie-of-the-conceited|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|PROTECTION OF THE DARK PRINCE|protection-of-the-dark-prince-coterie-of-the-conceited|Coterie of the Conceited – Strategic Ploy Stratagem|1|Either player's turn|Any phase|Coterie of the Conceited|coterie-of-the-conceited|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|EMBRACE THE PAIN|embrace-the-pain-coterie-of-the-conceited|Coterie of the Conceited – Strategic Ploy Stratagem|1|Either player's turn|Fight phase|Coterie of the Conceited|coterie-of-the-conceited|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|ARMOUR OF ABHORRENCE|armour-of-abhorrence-coterie-of-the-conceited|Coterie of the Conceited – Wargear Stratagem|1|Either player's turn|Shooting or Fight phase|Coterie of the Conceited|coterie-of-the-conceited|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
EC|DELIGHT IN AGONY|delight-in-agony-elegant-brutes|Elegant Brutes Stratagem|1|Opponent's turn|Shooting or Fight phase|Elegant Brutes|elegant-brutes|<b>WHEN:</b> Opponent's Shooting or Fight phase.<br><br><b>TARGET:</b> One EMPEROR'S CHILDREN TERMINATOR unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, the unit gets -1 to Wound rolls. Applies to: units with Emperor's Children, Terminator.|once-per-phase|
EC|PSYCHEDELIC SOULFLAME|psychedelic-soulflame-elegant-brutes|Elegant Brutes Stratagem|1|Your turn|Shooting or Fight phase|Elegant Brutes|elegant-brutes|<b>WHEN:</b> Your Shooting or Fight phase.<br><br><b>TARGET:</b> One EMPEROR'S CHILDREN TERMINATOR unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, add 2 to the unit's Strength characteristic. Applies to: units with Emperor's Children, Terminator.|once-per-phase|
EC|WARP PLUNGE|warp-plunge-elegant-brutes|Elegant Brutes Stratagem|1|Opponent's turn|Fight phase|Elegant Brutes|elegant-brutes|<b>WHEN:</b> Opponent's Fight phase.<br><br><b>TARGET:</b> One EMPEROR'S CHILDREN TERMINATOR unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, the unit gains the Place in Strategic Reserves ability. Applies to: units with Emperor's Children, Terminator.|once-per-phase|
EC|POSSESSIVE MANIA|possessive-mania-frenzied-host|Frenzied Host Stratagem|1|Opponent's turn|Shooting or Fight phase|Frenzied Host|frenzied-host|<b>WHEN:</b> Opponent's Shooting or Fight phase.<br><br><b>TARGET:</b> One EMPEROR'S CHILDREN BATTLELINE unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, subtract 1 from the unit's Armour Penetration characteristic. Applies to: units with Emperor's Children, Battleline.|once-per-phase|[{"type":"worsen_ap","value":1}]
EC|AGONISED CACOPHONY|agonised-cacophony-frenzied-host|Frenzied Host Stratagem|1|Your turn|Shooting phase|Frenzied Host|frenzied-host|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One EMPEROR'S CHILDREN BATTLELINE unit from your army.<br><br><b>EFFECT:</b> Until the end of the turn, all enemy units gain the Detection Range Modifier ability. Applies to: units with Emperor's Children, Battleline.|once-per-phase|
EC|ABSOLUTE SENSORY OVERLOAD|absolute-sensory-overload-frenzied-host|Frenzied Host Stratagem|1|Your turn|Shooting phase|Frenzied Host|frenzied-host|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One EMPEROR'S CHILDREN BATTLELINE unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, the unit gains the Remain Hidden After Shooting ability. Applies to: units with Emperor's Children, Battleline.|once-per-phase|
EC|HONOUR IS FOR FOOLS|honour-is-for-fools-spectacle-of-slaughter|Spectacle of Slaughter Stratagem|1|Your turn|Fight phase|Spectacle of Slaughter|spectacle-of-slaughter|<b>WHEN:</b> Your Fight phase.<br><br><b>TARGET:</b> One FLAWLESS BLADES unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, the unit's weapons gain [PRECISION]. Applies to: units with Flawless Blades.|once-per-phase|[{"type":"grant_precision","scope":"melee"}]
EC|SINGLE-MINDED STRIKE|single-minded-strike-spectacle-of-slaughter|Spectacle of Slaughter Stratagem|1|Your turn|Charge phase|Spectacle of Slaughter|spectacle-of-slaughter|<b>WHEN:</b> Your Charge phase.<br><br><b>TARGET:</b> One FLAWLESS BLADES unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, the unit gains the Move Through Models ability. Applies to: units with Flawless Blades.|once-per-phase|
EC|INTOXICATED BY TRIUMPH|intoxicated-by-triumph-spectacle-of-slaughter|Spectacle of Slaughter Stratagem|1|Opponent's turn|Movement phase|Spectacle of Slaughter|spectacle-of-slaughter|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One FLAWLESS BLADES unit from your army.<br><br><b>EFFECT:</b> An enemy unit Falls Back, until the end of the phase, the unit can make a Normal move of up to D3+3". Applies to: units with Flawless Blades.|once-per-phase|
GC|SYMBIOTIC DESTRUCTION|symbiotic-destruction-brood-brothers-auxilia|Brood Brothers Auxilia – Battle Tactic Stratagem|1|Your turn|Shooting phase|Brood Brothers Auxilia|brood-brothers-auxilia|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|IN THE SHADOW OF IRON|in-the-shadow-of-iron-brood-brothers-auxilia|Brood Brothers Auxilia – Strategic Ploy Stratagem|1|Either player's turn|Any phase|Brood Brothers Auxilia|brood-brothers-auxilia|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|REGIMENTAL REINFORCEMENTS|regimental-reinforcements-brood-brothers-auxilia|Brood Brothers Auxilia – Strategic Ploy Stratagem|1|Either player's turn|Shooting or Fight phase|Brood Brothers Auxilia|brood-brothers-auxilia|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|SUPPRESS AND OVERWHELM|suppress-and-overwhelm-brood-brothers-auxilia|Brood Brothers Auxilia – Strategic Ploy Stratagem|1|Your turn|Shooting phase|Brood Brothers Auxilia|brood-brothers-auxilia|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|A DARK NETWORK|a-dark-network-brood-brothers-auxilia|Brood Brothers Auxilia – Strategic Ploy Stratagem|1|Opponent's turn|Movement phase|Brood Brothers Auxilia|brood-brothers-auxilia|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|ACCEPTABLE LOSSES|acceptable-losses-brood-brothers-auxilia|Brood Brothers Auxilia – Strategic Ploy Stratagem|2|Your turn|Shooting phase|Brood Brothers Auxilia|brood-brothers-auxilia|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|GENE-TWISTED MUSCLE|gene-twisted-muscle-biosanctic-broodsurge|Biosanctic Broodsurge – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Biosanctic Broodsurge|biosanctic-broodsurge|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|HYPER-METABOLIC VIGOUR|hyper-metabolic-vigour-biosanctic-broodsurge|Biosanctic Broodsurge – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Biosanctic Broodsurge|biosanctic-broodsurge|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|STIMULATED BIO-SURGE|stimulated-bio-surge-biosanctic-broodsurge|Biosanctic Broodsurge – Battle Tactic Stratagem|1|Your turn|Charge phase|Biosanctic Broodsurge|biosanctic-broodsurge|<b>WHEN:</b> Your Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|SAINTLY PAROXYSM|saintly-paroxysm-biosanctic-broodsurge|Biosanctic Broodsurge – Epic Deed Stratagem|1|Either player's turn|Fight phase|Biosanctic Broodsurge|biosanctic-broodsurge|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|EVASIVE VANGUARD|evasive-vanguard-biosanctic-broodsurge|Biosanctic Broodsurge – Strategic Ploy Stratagem|1|Either player's turn|Any phase|Biosanctic Broodsurge|biosanctic-broodsurge|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|BIO-HORROR REVELATION|bio-horror-revelation-biosanctic-broodsurge|Biosanctic Broodsurge – Strategic Ploy Stratagem|1|Opponent's turn|Shooting phase|Biosanctic Broodsurge|biosanctic-broodsurge|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|DEVOTED CREW|devoted-crew-outlander-claw|Outlander Claw – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|Outlander Claw|outlander-claw|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|CLOSE-RANGE SHOOT-OUT|close-range-shoot-out-outlander-claw|Outlander Claw – Battle Tactic Stratagem|1|Your turn|Shooting phase|Outlander Claw|outlander-claw|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|DEFT MANOEUVRING|deft-manoeuvring-outlander-claw|Outlander Claw – Battle Tactic Stratagem|1|Opponent's turn|Shooting phase|Outlander Claw|outlander-claw|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|ALONG SHADOWED TRAILS|along-shadowed-trails-outlander-claw|Outlander Claw – Strategic Ploy Stratagem|1|Either player's turn|Any phase|Outlander Claw|outlander-claw|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|RAPID FEINT|rapid-feint-outlander-claw|Outlander Claw – Strategic Ploy Stratagem|1|Opponent's turn|Movement phase|Outlander Claw|outlander-claw|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|ENCIRCLING THE PREY|encircling-the-prey-outlander-claw|Outlander Claw – Strategic Ploy Stratagem|1|Opponent's turn|Fight phase|Outlander Claw|outlander-claw|<b>WHEN:</b> Opponent's Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|HYPERFEROCITY|hyperferocity-final-day|Final Day – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Final Day|final-day|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|AVENGE THE STAR CHILDREN|avenge-the-star-children-final-day|Final Day – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|Final Day|final-day|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|DIVINE IMPERATIVE|divine-imperative-final-day|Final Day – Battle Tactic Stratagem|1|Your turn|Charge phase|Final Day|final-day|<b>WHEN:</b> Your Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|PSI SURGE|psi-surge-final-day|Final Day – Strategic Ploy Stratagem|1|Either player's turn|Any phase|Final Day|final-day|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|DARTING ATTACKS|darting-attacks-final-day|Final Day – Strategic Ploy Stratagem|1|Your turn|Shooting or Charge phase|Final Day|final-day|<b>WHEN:</b> Your Shooting or Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|RESISTANCE TUNNELS|resistance-tunnels-final-day|Final Day – Strategic Ploy Stratagem|1|Opponent's turn|Fight phase|Final Day|final-day|<b>WHEN:</b> Opponent's Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|FRENZIED DEVOTION|frenzied-devotion-xenocreed-congregation|Xenocreed Congregation – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Xenocreed Congregation|xenocreed-congregation|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|VENGEANCE FOR THE MARTYR!|vengeance-for-the-martyr-xenocreed-congregation|Xenocreed Congregation – Epic Deed Stratagem|1|Either player's turn|Shooting or Fight phase|Xenocreed Congregation|xenocreed-congregation|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|TIRELESS FERVOUR|tireless-fervour-xenocreed-congregation|Xenocreed Congregation – Strategic Ploy Stratagem|1|Your turn|Charge phase|Xenocreed Congregation|xenocreed-congregation|<b>WHEN:</b> Your Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|TRANSCENDENT CELERITY|transcendent-celerity-xenocreed-congregation|Xenocreed Congregation – Strategic Ploy Stratagem|1|Your turn|Shooting phase|Xenocreed Congregation|xenocreed-congregation|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|THE PATH OF ANGUISH|the-path-of-anguish-xenocreed-congregation|Xenocreed Congregation – Strategic Ploy Stratagem|1|Opponent's turn|Shooting phase|Xenocreed Congregation|xenocreed-congregation|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|THE DOWNTRODDEN RISE|the-downtrodden-rise-xenocreed-congregation|Xenocreed Congregation – Strategic Ploy Stratagem|2|Opponent's turn|Movement phase|Xenocreed Congregation|xenocreed-congregation|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|COORDINATED TRAP|coordinated-trap-host-of-ascension|Host of Ascension – Battle Tactic Stratagem|2|Either player's turn|Shooting or Fight phase|Host of Ascension|host-of-ascension|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|PRIMED AND READIED|primed-and-readied-host-of-ascension|Host of Ascension – Battle Tactic Stratagem|2|Either player's turn|Shooting or Fight phase|Host of Ascension|host-of-ascension|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
GC|TUNNEL CRAWLERS|tunnel-crawlers-host-of-ascension|Host of Ascension – Strategic Ploy Stratagem|1|Your turn|Movement phase|Host of Ascension|host-of-ascension|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
